,Brand,Load,Rating,Users,Price,Automated_Type,Load_type,Speed,Star_ratings
481,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
482,IFB,8,4.3,"18,243","₹24,725",Fully,,720,5
483,BOSCH,7,,,"₹37,389",Fully,Front,1200,5
484,SAMSUNG,8,,,"₹50,999",Fully,Front,1400,
485,Haier,9,4.2,"1,362","₹14,290",Semi,Top,1300,5
486,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
487,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
488,BOSCH,7,4.3,"3,104","₹28,990",Fully,Front,1000,5
489,LG,8,4.5,"1,196","₹37,890",Fully,Front,1200,5
490,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
491,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
492,IFB,8,4.4,"1,780","₹36,990",Fully,,1400,5
493,BOSCH,9,4.3,"1,217","₹28,990",Fully,Top,680,5
494,LG,8,3.6,,"₹25,290",Fully,Top,700,5
495,SAMSUNG,8,4.1,39,"₹15,229",Semi,Top,1300,5
496,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
497,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
498,SAMSUNG,11,4.4,317,"₹18,500",Semi,Top,1300,5
499,IFB,5,4.2,687,"₹19,990",,,0,5
500,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
501,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
502,Panasonic,10,4.5,,"₹28,450",Fully,Top,800,5
503,Whirlpool,8,,,"₹35,308",Fully,Front,1400,5
504,LG,7,4.1,66,"₹13,600",Semi,Top,1300,5
505,Whirlpool,7,4.3,,"₹12,450",Semi,Top,1400,5
506,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
507,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
508,LG,9,4,39,"₹31,490",,,779,5
509,LG,8,4.4,"17,242","₹34,990",Fully,Front,1400,5
510,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
511,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
512,realme,11,4,318,"₹19,190",Fully,Top,700,5
513,IFB,7,4.2,165,"₹29,990",Fully,Front,1000,5
514,BOSCH,7,4.3,"1,217","₹18,490",Fully,Top,680,5
515,Whirlpool,7,4.1,"2,018","₹20,790",Fully,Top,740,5
516,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
517,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
518,Lloyd,7,4.5,37,"₹11,895",Semi,Top,600,
519,IFB,8,4.4,340,"₹33,990",Fully,Front,1200,5
520,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
521,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
522,BOSCH,8,,,"₹24,990",Fully,Top,680,
523,Whirlpool,7,4.3,"1,010","₹20,370",Fully,Top,740,5
524,Thomson,7,4,309,"₹8,999",Semi,Top,1600,5
525,TCL,7,,,"₹23,990",Fully,Front,1400,5
526,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
527,Panasonic,6,4.3,"10,193","₹13,790",Fully,Top,680,5
528,IFB,8,4.4,340,"₹33,990",Fully,Front,1200,5
529,MOTOROLA,8,3.5,39,"₹24,990",,,1000,
530,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
531,Haier,7,4.3,"22,298","₹13,990",Fully,Top,800,5
532,TCL,7,,,"₹23,990",Fully,Front,1400,5
533,IFB,7,4.7,14,"₹34,690",Fully,Front,1200,5
534,Voltas,7,4.3,"1,441","₹9,249",Semi,Top,1350,5
535,Acer,7,4.1,"1,111","₹13,999",,,700,5
536,Haier,8,4.3,"22,298","₹17,490",Fully,Top,800,5
537,Haier,8,4.2,284,"₹29,990",Fully,Front,1200,5
538,BOSCH,8,3.3,,"₹13,490",Semi,Top,1360,
539,SAMSUNG,7,4.3,"52,837","₹22,980",Fully,Top,700,5
540,Haier,8,4.2,"1,362","₹11,490",Semi,Top,1300,5
541,Haier,10,4.6,36,"₹14,990",Semi,Top,1300,
542,IFB,8,4.1,24,"₹28,890",Fully,Top,720,5
543,Voltas,8,4.8,,"₹13,299",Semi,Top,1300,5
544,Lloyd,8,4.5,29,"₹13,489",Semi,Top,600,5
545,Voltas,7,4.3,"1,441","₹9,690",Semi,Top,1350,5
546,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
547,Haier,8,4.2,284,"₹31,990",Fully,Front,1200,5
548,SAMSUNG,11,4.4,317,"₹18,499",Semi,Top,1300,5
549,Panasonic,12,4.6,16,"₹18,890",Semi,Top,750,5
550,Haier,8,4.3,815,"₹12,190",Semi,Top,1300,5
551,Haier,7,4.3,815,"₹9,490",Semi,Top,1300,5
552,Whirlpool,6,4.3,"26,623","₹14,150",Fully,Top,740,5
553,BOSCH,7,4.4,17,"₹31,990",Fully,Front,1200,
554,Panasonic,7,,,"₹26,910",Fully,Top,702,5
555,Lloyd,9,3.3,,"₹16,649",Semi,Top,1300,5
556,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
557,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
558,SAMSUNG,7,4.6,,"₹19,999",Fully,Top,700,5
559,SAMSUNG,10,4.8,,"₹37,000",Fully,Top,700,5
560,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
561,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
562,SAMSUNG,7,4.4,420,"₹11,999",Semi,Top,1300,5
563,Acer,8,4.1,"1,111","₹16,999",,,700,5
564,White,10,4.1,598,"₹11,799",Semi,Top,1600,
565,IFB,8,4.3,"18,243","₹24,725",Fully,,720,5
566,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
567,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
568,Godrej,7,4.1,60,"₹19,000",Fully,Top,670,5
569,Lloyd,9,4.3,49,"₹14,817",Semi,Top,600,5
570,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
571,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
572,LG,7,4.6,66,"₹37,490",Fully,Front,1200,5
573,BOSCH,6,4.4,"9,047","₹32,500",Fully,Front,1000,5
574,Thomson,7,4,"4,563","₹7,790",Semi,Top,1400,
575,BOSCH,6,4.4,"9,047","₹26,990",Fully,Front,1000,5
576,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
577,Haier,7,4.3,"22,298","₹13,990",Fully,Top,800,5
578,Thomson,7,4,"8,834","₹8,090",Semi,Top,1400,
579,Haier,7,4.5,22,"₹22,999",Fully,Top,0,
580,Haier,8,4.3,"22,298","₹17,490",Fully,Top,800,5
581,Haier,8,4.2,284,"₹29,990",Fully,Front,1200,5
582,Haier,7,4.5,22,"₹24,490",Fully,Top,800,5
583,Thomson,7,4,"2,269","₹8,990",Semi,Top,1400,5
584,IFB,6,4.2,165,"₹29,390",Fully,,1000,5
585,Galanz,7,4,"1,962","₹23,990",Fully,Front,1200,
586,Haier,8,4.2,"1,362","₹11,490",Semi,Top,1300,5
587,Haier,10,4.6,36,"₹14,990",Semi,Top,1300,
588,Godrej,7,4.3,"1,682","₹16,390",Fully,Top,670,5
589,LG,7,4.3,816,"₹20,749",Fully,Top,700,5
590,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
591,Haier,8,4.2,284,"₹31,990",Fully,Front,1200,5
592,Lloyd,8,4.3,"2,213","₹11,490",Semi,Top,1300,5
593,IFB,9,4.4,20,"₹31,147",Fully,Top,720,4
594,Whirlpool,7,4.1,157,"₹14,990",Fully,Top,740,5
595,VG,8,,,"₹9,790",Semi,Top,1300,3
596,Haier,8,4.3,815,"₹12,190",Semi,Top,1300,5
597,Haier,7,4.3,815,"₹9,490",Semi,Top,1300,5
598,White,12,4.1,598,"₹13,299",Semi,Top,1600,
599,Panasonic,8,4.2,,"₹14,895",Semi,Top,1350,
600,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
601,Haier,7,4.3,"22,298","₹13,990",Fully,Top,800,5
602,Lloyd,9,4.3,49,"₹14,817",Semi,Top,600,5
603,BOSCH,7,5,,"₹22,850",Fully,Top,680,
604,Whirlpool,7,4.2,"18,202","₹19,700",Fully,Top,740,5
605,BOSCH,7,4.4,17,"₹31,990",Fully,Front,1200,
606,Haier,8,4.3,"22,298","₹17,490",Fully,Top,800,5
607,Haier,8,4.2,284,"₹29,990",Fully,Front,1200,5
608,SAMSUNG,10,4.8,,"₹37,000",Fully,Top,700,5
609,LG,7,4.3,85,"₹35,490",Fully,Front,1200,5
610,Haier,8,4.2,"1,362","₹11,490",Semi,Top,1300,5
611,Haier,10,4.6,36,"₹14,990",Semi,Top,1300,
612,Acer,8,4.1,"1,111","₹16,999",,,700,5
613,White,10,4.1,598,"₹11,799",Semi,Top,1600,
614,Godrej,7,4.1,60,"₹19,000",Fully,Top,670,5
615,Thomson,7,4,"8,834","₹8,090",Semi,Top,1400,
616,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
617,Haier,8,4.2,284,"₹31,990",Fully,Front,1200,5
618,Thomson,7,4,"2,269","₹8,990",Semi,Top,1400,5
619,LG,7,4.6,66,"₹37,490",Fully,Front,1200,5
620,Haier,8,4.3,815,"₹12,190",Semi,Top,1300,5
621,Haier,7,4.3,815,"₹9,490",Semi,Top,1300,5
622,Thomson,7,4,"4,563","₹7,790",Semi,Top,1400,
623,Voltas,7,4.3,"2,902","₹9,190",Semi,Top,1350,5
624,Voltas,7,4,305,"₹8,999",Semi,Top,1350,5
625,Panasonic,7,4.3,"10,193","₹15,190",Fully,Top,700,5
626,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
627,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
628,Voltas,7,4.2,"1,319","₹5,730",,,780,
629,Haier,6,4.7,,"₹20,290",Fully,Top,800,5
630,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
631,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
632,SAMSUNG,7,,,"₹23,990",Fully,Top,700,5
633,Equator,2,,,"₹16,990",Automatic,,53,
634,Lloyd,8,,,"₹49,990",Fully,Front,1400,3
635,LG,7,4.2,33,"₹21,990",Fully,Top,780,5
636,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
637,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
638,Voltas,8,4,68,"₹11,999",Semi,Top,1450,5
639,Voltas,6,4.1,165,"₹12,990",Fully,Top,700,5
640,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
641,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
642,ONIDA,6,4.3,547,"₹14,290",Fully,Top,700,
643,MOTOROLA,7,4.1,"2,015","₹19,990",,,1000,5
644,LG,9,4.3,85,"₹39,990",Fully,Front,1400,5
645,Godrej,7,4.2,"1,274","₹20,099",Fully,Top,670,5
646,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
647,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
648,MOTOROLA,7,4.1,"2,015","₹19,990",,,1000,5
649,Godrej,7,4.2,"1,274","₹20,099",Fully,Top,670,5
650,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
651,Haier,7,4.3,"22,298","₹13,990",Fully,Top,800,5
652,Whirlpool,7,4.1,145,"₹26,990",Fully,,1000,5
653,LG,7,4.3,23,"₹14,487",Semi,Top,1300,5
654,Electrolux,8,3,,"₹47,990",,,1200,5
655,LG,10,4.4,36,"₹38,940",Fully,Top,700,5
656,Haier,8,4.3,"22,298","₹17,490",Fully,Top,800,5
657,Haier,8,4.2,284,"₹29,990",Fully,Front,1200,5
658,ONIDA,6,4.3,547,"₹14,290",Fully,Top,700,
659,Feltron,7,,,"₹11,990",Semi,Top,1500,5
660,Haier,8,4.2,"1,362","₹11,490",Semi,Top,1300,5
661,Haier,10,4.6,36,"₹14,990",Semi,Top,1300,
662,Equator,6,2.5,,"₹21,990",,,53,
663,MOTOROLA,7,4.1,647,"₹20,990",Fully,Front,1400,5
664,Panasonic,11,,,"₹31,490",Fully,Top,702,5
665,BOSCH,8,4.4,"10,144","₹37,247",Fully,Front,1200,5
666,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
667,Haier,8,4.2,284,"₹31,990",Fully,Front,1200,5
668,SAMSUNG,7,3.3,,"₹25,990",Fully,Top,700,
669,Godrej,8,4.5,11,"₹16,949",Semi,Top,1400,5
670,Haier,8,4.3,815,"₹12,190",Semi,Top,1300,5
671,Haier,7,4.3,815,"₹9,490",Semi,Top,1300,5
672,Whirlpool,6,4.2,"18,175","₹14,190",Fully,Top,740,5
673,White,8,3.7,19,"₹10,299",Semi,Top,1600,5
674,BOSCH,8,,,"₹39,989",Fully,Front,1400,
675,TOSHIBA,8,,,"₹41,990",Fully,Front,1400,5
676,Thomson,7,4,"8,785","₹7,690",Semi,Top,1600,5
677,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
678,Whirlpool,7,4.2,165,"₹16,370",Fully,Top,740,5
679,White,7,,,"₹10,999",Fully,Top,840,5
680,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
681,realme,7,4.2,"51,609","₹7,890",Semi,Top,1400,5
682,LG,9,,,"₹66,990",,,1400,5
683,Voltas,6,3.9,152,"₹17,830",,,740,5
684,Haier,11,4.3,815,"₹16,990",Semi,Top,1300,5
685,Haier,6,4.4,,"₹15,999",Fully,Top,800,
686,Thomson,7,4,"8,785","₹7,590",Semi,Top,1400,5
687,BOSCH,8,4.4,"8,786","₹35,900",Fully,Front,1400,5
688,Sansui,7,4.2,"15,130","₹7,890",Semi,Top,1300,5
689,Equator,9,,,"₹46,791",Fully,Front,1400,
690,realme,8,4.2,"51,609","₹9,890",Semi,Top,1400,5
691,Thomson,10,4,"8,785","₹9,799",Semi,Top,1600,
692,Whirlpool,6,4.2,"1,476","₹18,490",Fully,Top,740,5
693,BOSCH,6,2.6,,"₹41,661",Fully,Front,1200,5
694,Panasonic,6,,,"₹14,190",Fully,Top,700,5
695,BOSCH,7,4.5,11,"₹32,690",Fully,Front,1200,
696,Voltas,9,4,50,"₹12,299",Semi,Top,600,5
697,SAMSUNG,9,4.2,134,"₹17,990",Semi,Top,1300,
698,Lloyd,10,,,"₹29,990",Fully,Top,680,
699,Lloyd,7,4.4,,"₹13,490",Semi,Top,600,5
700,BOSCH,6,,,"₹44,690",Fully,Front,1200,
701,Godrej,7,4.3,160,"₹20,990",Fully,Top,700,
702,Godrej,6,3.8,52,"₹16,490",Fully,Top,670,5
703,SAMSUNG,7,,,"₹33,490",Fully,Front,1200,5
704,LG,7,4.5,"2,922","₹29,990",Fully,Front,1200,5
705,Siemens,8,4.2,13,"₹38,990",Fully,Front,1400,5
706,Panasonic,8,,,"₹34,990",Fully,Front,1400,5
707,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
708,Lloyd,8,,,"₹13,990",Semi,Top,1300,5
709,Godrej,6,4.3,160,"₹18,990",Fully,Top,700,
710,SAMSUNG,7,4.5,38,"₹25,990",Fully,Top,700,
711,SAMSUNG,8,4.4,721,"₹38,600",Fully,Front,1400,5
712,Voltas,8,3.1,,"₹10,990",Semi,Top,1350,
713,SAMSUNG,7,,,"₹39,999",Fully,Front,1200,5
714,Haier,7,4.8,,"₹18,490",Fully,Top,800,
715,IFB,7,4.2,11,"₹31,590",Fully,,1000,5
716,IFB,6,4.4,"3,087","₹32,790",Fully,,1000,5
717,Equator,2,,,"₹16,990",Automatic,,53,
718,Lloyd,8,3.9,63,"₹18,990",Fully,Top,680,5
719,SAMSUNG,6,4.5,18,"₹33,500",Fully,Front,1000,5
720,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
721,Haier,7,4.3,"22,298","₹13,990",Fully,Top,800,5
722,Godrej,6,4.3,160,"₹19,990",Fully,Top,700,
723,SAMSUNG,8,,,"₹38,799",Fully,Front,1400,5
724,ONIDA,9,3.7,,"₹14,299",Semi,Top,1350,
725,BOSCH,10,4.4,"9,047","₹56,100",Fully,Front,1400,5
726,Haier,8,4.3,"22,298","₹17,490",Fully,Top,800,5
727,Haier,8,4.2,284,"₹29,990",Fully,Front,1200,5
728,SAMSUNG,6,4.3,320,"₹22,200",Fully,Top,680,
729,Godrej,6,4.3,160,"₹18,990",Fully,Top,700,
730,Haier,8,4.2,"1,362","₹11,490",Semi,Top,1300,5
731,Haier,10,4.6,36,"₹14,990",Semi,Top,1300,
732,SAMSUNG,7,,,"₹33,490",Fully,Front,1200,5
733,SAMSUNG,7,4.3,"14,870","₹21,740",Fully,Top,700,5
734,LG,6,4.5,"2,649","₹34,490",Fully,Front,1200,5
735,BOSCH,7,4.6,,"₹31,490",Fully,Front,1000,5
736,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
737,Haier,8,4.2,284,"₹31,990",Fully,Front,1200,5
738,ONIDA,8,4.3,,"₹15,990",Semi,Top,1350,
739,Siemens,7,,,"₹52,790",,,45,5
740,Haier,8,4.3,815,"₹12,190",Semi,Top,1300,5
741,Haier,7,4.3,815,"₹9,490",Semi,Top,1300,5
742,Thomson,7,4,489,"₹13,990",Fully,Top,720,
743,Godrej,6,4.2,160,"₹21,490",Fully,Front,1000,5
744,Godrej,6,,,"₹15,900",Fully,Top,1000,5
745,LG,10,4.4,36,"₹38,940",Fully,Top,700,5
746,Lloyd,7,4.2,371,"₹19,457",Fully,Top,680,5
747,IFB,6,4.1,30,"₹27,990",Fully,,1000,5
748,Panasonic,7,,,"₹13,229",Semi,Top,1450,5
749,IFB,8,4.4,95,"₹42,490",Fully,,1400,5
750,IFB,7,4.2,205,"₹34,190",Fully,Front,1000,5
751,Panasonic,8,,,"₹30,800",Fully,Top,702,5
752,Panasonic,8,4,,"₹25,490",Fully,Top,700,
753,BOSCH,7,,,"₹34,500",Fully,Front,1000,3
754,LG,9,4.3,185,"₹39,990",Fully,Front,1400,5
755,SAMSUNG,6,4.2,150,"₹11,999",Semi,Top,700,5
756,Thomson,8,4,"2,269","₹10,590",Semi,Top,1400,5
757,ONIDA,7,4.3,"1,040","₹14,490",Fully,Top,700,5
758,LG,7,4.5,54,"₹25,190",Fully,Top,780,
759,Whirlpool,7,3.8,12,"₹23,990",Fully,Top,740,5
760,IFB,6,4.2,424,"₹33,190",Fully,,1000,5
761,LG,6,4.6,,"₹24,490",Fully,Top,780,5
762,LG,9,4.5,23,"₹39,990",Fully,Front,1400,5
763,SAMSUNG,7,,,"₹23,849",Fully,Top,700,5
764,Godrej,7,5,,"₹16,490",Fully,Top,800,5
765,Voltas,6,3.9,152,"₹17,830",,,740,5
766,BOSCH,7,,,"₹36,189",Fully,Front,1200,
767,ONIDA,11,4.2,"6,340","₹15,690",Semi,Top,1300,5
768,IFB,8,4.4,95,"₹42,490",Fully,,1400,5
769,IFB,7,4.2,205,"₹34,190",Fully,Front,1000,5
770,Thomson,7,4,"8,785","₹7,690",Semi,Top,1600,5
771,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
772,SAMSUNG,7,,,"₹23,849",Fully,Top,700,5
773,Lloyd,7,,,"₹17,450",Fully,Top,700,5
774,Galanz,7,4,"1,962","₹23,990",Fully,Front,1200,
775,Voltas,8,4.3,566,"₹13,489",Semi,Top,1300,5
776,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
777,realme,7,4.2,"51,609","₹7,890",Semi,Top,1400,5
778,LG,9,4.3,185,"₹39,990",Fully,Front,1400,5
779,IFB,6,4.2,424,"₹33,190",Fully,,1000,5
780,Thomson,7,4,"8,785","₹7,590",Semi,Top,1400,5
781,BOSCH,8,4.4,"8,786","₹35,900",Fully,Front,1400,5
782,White,8,3.7,42,"₹8,499",Semi,Top,1600,5
783,Whirlpool,7,3.8,12,"₹23,990",Fully,Top,740,5
784,IFB,6,,,"₹22,106",Fully,Top,720,5
785,Godrej,7,4.1,922,"₹16,895",Fully,Top,700,
786,realme,8,4.2,"51,609","₹9,890",Semi,Top,1400,5
787,Thomson,10,4,"8,785","₹9,799",Semi,Top,1600,
788,Voltas,7,4.3,566,"₹11,919",Semi,Top,1300,5
789,Godrej,6,,,"₹15,900",Fully,Top,1000,5
790,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
791,BOSCH,7,4.4,"8,786","₹30,990",Fully,Front,1000,5
792,IFB,6,,,"₹22,106",Fully,Top,720,5
793,Godrej,7,4.1,922,"₹16,895",Fully,Top,700,
794,LG,9,4.5,115,"₹19,180",Semi,Top,1350,5
795,Whirlpool,9,3.7,,"₹18,350",Semi,Top,1400,5
796,Sansui,7,4.2,"15,133","₹7,890",Semi,Top,1300,5
797,Sansui,6,4.2,"15,133","₹7,690",Semi,Top,1300,5
798,Haier,9,4.2,108,"₹15,900",Semi,Top,1300,
799,BOSCH,7,,,"₹34,600",Fully,Top,680,5
800,Sansui,9,4.2,"15,133","₹10,390",Semi,Top,1350,5
801,Electrolux,9,3.8,14,"₹34,990",Fully,Front,1200,5
802,ONIDA,7,4.3,386,"₹14,890",Fully,Top,700,
803,Godrej,7,4.3,160,"₹22,599",Fully,Top,700,
804,SAMSUNG,9,,,"₹38,790",Fully,Front,1400,5
805,IFB,6,,,"₹19,575",Fully,Top,720,
806,Sansui,8,4.2,"15,133","₹10,150",Semi,Top,1350,5
807,Godrej,8,4.5,11,"₹16,949",Semi,Top,1400,5
808,Voltas,7,4.3,566,"₹11,919",Semi,Top,1300,5
809,Whirlpool,7,4.4,107,"₹12,690",Semi,Top,1400,
810,Godrej,7,4.2,"1,274","₹17,990",Fully,Top,670,5
811,IFB,6,4.8,19,"₹31,490",Fully,,1000,5
812,BOSCH,8,,,"₹39,989",Fully,Front,1400,
813,Godrej,6,4.4,15,"₹14,389",Fully,Top,740,
814,Godrej,8,4,25,"₹14,979",Semi,Top,1440,5
815,Voltas,7,,,"₹15,999",Fully,Top,700,5
816,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
817,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
818,Godrej,6,,,"₹14,799",Fully,Top,700,
819,LG,7,4.4,36,"₹37,740",Fully,Front,1200,5
820,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
821,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
822,IFB,6,4.8,19,"₹31,490",Fully,,1000,5
823,BOSCH,7,,,"₹36,189",Fully,Front,1200,
824,DMR,4,,,"₹13,990",Fully,Top,250,
825,MarQ,9,4.3,"46,215","₹9,790",Semi,Top,1350,5
826,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
827,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
828,Godrej,6,4.4,15,"₹14,389",Fully,Top,740,
829,Godrej,7,4.2,"1,274","₹17,990",Fully,Top,670,5
830,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
831,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
832,Siemens,8,3.9,,"₹60,490",,,45,5
833,LG,10,4.5,66,"₹61,990",,,1400,
834,Lloyd,7,4.2,28,"₹9,399",Semi,Top,600,5
835,SAMSUNG,9,,,"₹23,990",Fully,Top,700,5
836,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
837,Panasonic,6,4.3,"10,193","₹13,790",Fully,Top,680,5
838,Whirlpool,9,3.7,,"₹18,350",Semi,Top,1400,5
839,Haier,7,4.4,87,"₹11,999",Semi,Top,740,
840,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
841,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
842,Voltas,8,,,"₹29,180",,,1200,5
843,Haier,7,4.4,87,"₹11,999",Semi,Top,740,
844,Lloyd,7,4.2,28,"₹9,399",Semi,Top,600,5
845,Siemens,8,3.9,,"₹60,490",,,45,5
846,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
847,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
848,Panasonic,8,,,"₹26,950",Fully,Top,702,5
849,Godrej,6,4.2,"5,926","₹16,580",Fully,Top,700,
850,MOTOROLA,7,4.1,"2,015","₹19,990",,,1000,5
851,MOTOROLA,10,4.2,457,"₹10,990",Semi,Top,1350,5
852,Lloyd,8,2.5,,"₹13,447",Semi,Top,1320,
853,White,9,3.8,84,"₹10,499",Semi,Top,1400,5
854,SAMSUNG,8,4,31,"₹39,990",Fully,Front,1400,5
855,Whirlpool,8,,,"₹35,990",Fully,Front,1400,5
856,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
857,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
858,LG,8,5,,"₹42,990",Fully,Front,1200,5
859,Voltas,12,4.6,10,"₹16,900",Semi,Top,1350,5
860,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
861,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
862,Whirlpool,7,4.4,28,"₹12,590",Semi,Top,1450,5
863,Haier,6,4.7,,"₹15,999",Fully,Top,800,
864,LG,8,4.3,29,"₹41,990",Fully,Front,1400,5
865,Whirlpool,7,4.2,44,"₹17,589",Fully,Top,740,5
866,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
867,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
868,Voltas,7,4,11,"₹12,969",Semi,Top,1300,5
869,White,8,4.1,598,"₹9,799",Semi,Top,1600,5
870,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
871,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
872,Feltron,8,,,"₹12,990",Semi,Top,1200,5
873,LG,9,,,"₹40,990",Fully,Front,1400,5
874,BOSCH,8,4.5,42,"₹42,999",,,1400,5
875,Lloyd,8,,,"₹13,500",Semi,Top,1300,5
876,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
877,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
878,realme,12,4.2,"51,785","₹22,999",Semi,Top,1300,5
879,LG,9,4.5,"1,150","₹29,690",Fully,,700,5
880,realme,8,4.2,"51,785","₹9,890",Semi,Top,1400,5
881,Thomson,10,4,"8,834","₹9,799",Semi,Top,1600,
882,Voltas,8,4.3,16,"₹20,599",Fully,Top,700,5
883,BOSCH,8,,,"₹56,490",Fully,Front,1200,
884,BOSCH,6,4,,"₹29,474",Fully,Front,1000,5
885,Voltas,8,4.3,566,"₹12,490",Semi,Top,1300,5
886,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
887,BOSCH,7,4.4,"8,795","₹30,990",Fully,Front,1000,5
888,Haier,8,,,"₹42,500",Fully,Front,1200,
889,SAMSUNG,7,4.3,847,"₹13,162",Semi,Top,740,
890,Thomson,7,4,"8,785","₹7,690",Semi,Top,1600,5
891,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
892,LG,8,4.4,382,"₹26,990",Fully,Top,700,5
893,Panasonic,8,4.1,70,"₹27,999",Fully,Top,702,5
894,Whirlpool,11,,,"₹16,990",Semi,Top,1400,5
895,Voltas,6,3.8,90,"₹23,490",Fully,Front,1200,5
896,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
897,realme,7,4.2,"51,609","₹7,890",Semi,Top,1400,5
898,LG,8,4,24,"₹20,990",Semi,Top,1200,5
899,IFB,8,,,"₹59,999",Fully,Front,1400,5
900,Thomson,7,4,"8,785","₹7,590",Semi,Top,1400,5
901,BOSCH,8,4.4,"8,786","₹35,900",Fully,Front,1400,5
902,LG,7,4.3,271,"₹21,490",Fully,Top,780,5
903,Whirlpool,7,4,94,"₹32,100",Fully,Front,1000,
